model_name,team_id,games,accuracy_when_in_game,avg_model_p_team_win,model_pick_rate,actual_team_win_rate
elo_baseline,114,316,0.5379746835443038,0.5445427139331989,0.6265822784810127,0.5569620253164557
elo_baseline,140,315,0.5396825396825397,0.48783335567779923,0.4507936507936508,0.4857142857142857
elo_baseline,112,313,0.5399361022364217,0.5664828763561293,0.6677316293929713,0.5399361022364217
elo_baseline,118,317,0.5425867507886435,0.5160072463428105,0.5299684542586751,0.5205047318611987
elo_baseline,108,316,0.5443037974683544,0.4081411962202319,0.22468354430379747,0.41455696202531644
elo_baseline,120,316,0.5474683544303798,0.41367711918113453,0.21518987341772153,0.43354430379746833
elo_baseline,136,314,0.5477707006369427,0.5528020177471771,0.6401273885350318,0.5445859872611465
elo_baseline,117,316,0.5537974683544303,0.5723837327303612,0.7120253164556962,0.5506329113924051
elo_baseline,142,316,0.5569620253164557,0.47935030527394995,0.40189873417721517,0.47151898734177217
elo_baseline,158,317,0.5583596214511041,0.6143801103221517,0.8201892744479495,0.5930599369085173
elo_baseline,147,316,0.5664556962025317,0.5926386643933841,0.7784810126582279,0.5664556962025317
elo_baseline,133,314,0.5668789808917197,0.4285443840829768,0.3184713375796178,0.45222929936305734
elo_baseline,143,317,0.5772870662460567,0.5874514919409348,0.7476340694006309,0.583596214511041
elo_baseline,134,315,0.5777777777777777,0.4260493833734275,0.2698412698412698,0.4507936507936508
elo_baseline,119,312,0.5865384615384616,0.5959819964495645,0.7435897435897436,0.5801282051282052
elo_baseline,115,316,0.6645569620253164,0.2903390503298092,0.02531645569620253,0.3227848101265823
elo_baseline,145,317,0.6876971608832808,0.3122232287372971,0.0914826498422713,0.3028391167192429
home_team_baseline,110,315,0.4793650793650794,0.4999363873437947,0.4984126984126984,0.5111111111111111
home_team_baseline,146,314,0.48089171974522293,0.4994894780457413,0.4872611464968153,0.445859872611465
home_team_baseline,111,314,0.4840764331210191,0.5005105219542587,0.5127388535031847,0.5191082802547771
